Word,RelativeFreq,SocialistFreq,CorpusFreq
joensuun,0.557495,0.013369,0.023981
seuralle,0.557531,0.007767,0.013931
laista,0.558100,0.012644,0.022655
torstai,0.558198,0.021203,0.037985
raatihuoneella,0.558870,0.016036,0.028694
puut,0.560659,0.015244,0.027189
palt,0.560876,0.007477,0.013331
heikel,0.561225,0.007321,0.013044
nimittänyt,0.563202,0.009162,0.016268
haminaan,0.563487,0.008838,0.015685
maanantaisin,0.563592,0.010300,0.018276
kartanossa,0.563716,0.008068,0.014313
puun,0.565510,0.008024,0.014188
nuorisoseura,0.566442,0.015356,0.027109
seuraavana,0.567916,0.008716,0.015347
rouva,0.568042,0.026906,0.047366
aleks,0.568440,0.012845,0.022596
allekirjoittaneelle,0.570118,0.014284,0.025055
vastaanotto,0.571027,0.009106,0.015947
vaasassa,0.571116,0.012655,0.022158
fello,0.571160,0.008448,0.014791
opettajain,0.572537,0.012454,0.021752
taidetta,0.572541,0.009642,0.016840
pitäjään,0.572862,0.007510,0.013110
sairaita,0.573546,0.019819,0.034556
suomalaisen,0.574886,0.073385,0.127652
raamatun,0.575003,0.011394,0.019815
allekirjoittaneen,0.575173,0.013581,0.023612
korkoja,0.575705,0.008247,0.014325
tilanomistaja,0.575829,0.007867,0.013663
opettajan,0.577074,0.020176,0.034963
maist,0.577192,0.017866,0.030954
lainoja,0.578371,0.019708,0.034075
ilmoituksia,0.580510,0.059391,0.102308
yhteiskoulun,0.580924,0.007332,0.012621
kävi,0.581353,0.008046,0.013840
säätyjen,0.582272,0.014418,0.024762
holmberg,0.582582,0.008559,0.014692
kirjeellisesti,0.583990,0.008135,0.013931
wiipuri,0.587702,0.011584,0.019710
oppilaat,0.589045,0.022643,0.038440
post,0.589094,0.007689,0.013052
toiminimen,0.589309,0.007443,0.012631
wilhelm,0.590324,0.020924,0.035445
buurit,0.591987,0.008582,0.014496
lahdessa,0.593358,0.018547,0.031258
pyydettäessä,0.594446,0.010189,0.017140
kirjasto,0.594701,0.015612,0.026252
puuta,0.595016,0.007298,0.012266
viipuri,0.595421,0.026638,0.044738
vastaanottaa,0.597257,0.022866,0.038285
juhana,0.597502,0.008794,0.014717
jatkoa,0.597682,0.007633,0.012771
maisteri,0.598243,0.042239,0.070605
kansallisen,0.599319,0.008905,0.014859
tori,0.600329,0.013079,0.021786
lello,0.600414,0.028702,0.047804
lappalainen,0.601329,0.007845,0.013046
ulkomaalla,0.601950,0.007432,0.012347
päivänä,0.602654,0.150420,0.249595
kirkonkylässä,0.603451,0.011997,0.019880
halutaan,0.604544,0.042641,0.070534
maaseuduille,0.605517,0.007689,0.012698
auran,0.605887,0.009463,0.015619
toimeenpannaan,0.606122,0.007678,0.012667
seura,0.606481,0.041279,0.068063
hämeen,0.606662,0.031403,0.051764
pohjola,0.607968,0.012432,0.020448
taiteilija,0.609537,0.011093,0.018198
amoinna,0.609814,0.010914,0.017897
keskiviikko,0.609825,0.016884,0.027687
koulujen,0.609926,0.012845,0.021059
varoista,0.611882,0.008905,0.014554
japanilaiset,0.611962,0.022062,0.036052
asetuksessa,0.612426,0.008470,0.013830
maaseudulle,0.612690,0.018536,0.030254
varsinaiseen,0.613092,0.008850,0.014434
kenraali,0.613842,0.036369,0.059248
lindberg,0.615148,0.014028,0.022804
japanilaisten,0.615524,0.016081,0.026126
opiston,0.615836,0.016360,0.026565
myytävänä,0.615999,0.055251,0.089693
palvelukseen,0.616598,0.013246,0.021483
perunoita,0.616830,0.007522,0.012194
määräyksestä,0.616910,0.010300,0.016697
koululla,0.617048,0.009218,0.014939
lirj,0.617086,0.009474,0.015354
keskiviikkoisin,0.617380,0.010914,0.017678
kultaseppä,0.618650,0.011115,0.017966
päättämään,0.619166,0.023167,0.037417
linjalla,0.619245,0.008091,0.013065
seinällä,0.619570,0.010936,0.017652
tahtovat,0.619784,0.014920,0.024073
nuor,0.620730,0.007332,0.011812
kunnioituksella,0.621009,0.012119,0.019515
kieli,0.622269,0.009486,0.015244
opettajat,0.622576,0.016650,0.026744
haettavaksi,0.623976,0.021560,0.034553
laulun,0.625393,0.014530,0.023233
nilsiän,0.626123,0.009776,0.015613
opettajia,0.626151,0.007711,0.012315
lämmin,0.626518,0.009564,0.015265
postissa,0.626521,0.015378,0.024545
esimies,0.627509,0.028836,0.045954
kantta,0.628087,0.016014,0.025496
maidon,0.628344,0.009787,0.015576
mikkola,0.628577,0.008236,0.013102
nimitetty,0.629041,0.020188,0.032093
olevan,0.630399,0.045553,0.072261
lista,0.630428,0.022219,0.035244
castren,0.630832,0.026403,0.041855
professori,0.630899,0.031091,0.049280
kovin,0.631872,0.008526,0.013493
toht,0.632029,0.027508,0.043524
keisarillisen,0.632365,0.019083,0.030177
jumala,0.632580,0.042685,0.067478
kouluissa,0.634070,0.008939,0.014098
japani,0.634180,0.010278,0.016207
kansakoulun,0.635071,0.051568,0.081201
kylässä,0.635759,0.097534,0.153414
papisto,0.636040,0.008470,0.013317
aamu,0.636668,0.009062,0.014233
seuraava,0.636757,0.007745,0.012163
sjöblom,0.637202,0.010055,0.015780
kirjallisesti,0.637549,0.012956,0.020322
lääni,0.638321,0.008370,0.013112
kodin,0.639735,0.014485,0.022642
keski,0.639756,0.007488,0.011705
majesteettinsa,0.639820,0.021984,0.034360
elias,0.640378,0.010501,0.016398
aura,0.640880,0.014095,0.021992
kouluja,0.644515,0.007789,0.012086
kansakoululla,0.644873,0.022297,0.034575
petter,0.646076,0.010970,0.016979
vainajan,0.646926,0.010055,0.015542
hangon,0.647052,0.018525,0.028630
fredrik,0.647211,0.018000,0.027812
piispa,0.647826,0.011316,0.017467
yliopistossa,0.648673,0.008515,0.013126
tuonti,0.648904,0.008593,0.013242
johtokunta,0.651099,0.080070,0.122976
marraskuuta,0.651513,0.023067,0.035405
haminassa,0.651545,0.010535,0.016169
ensimmäinen,0.651618,0.018636,0.028600
pormestari,0.651735,0.016360,0.025102
ensimmäisen,0.651849,0.008983,0.013781
lähtöä,0.651877,0.022710,0.034837
toimitukselle,0.652341,0.008783,0.013463
johdolla,0.652382,0.022442,0.034400
rahatoimikamari,0.652909,0.017576,0.026920
varsin,0.653021,0.015545,0.023805
säädyt,0.654377,0.011651,0.017804
muisto,0.655183,0.008146,0.012434
kuopio,0.655952,0.023714,0.036152
asiamiehet,0.656509,0.018681,0.028455
missa,0.656803,0.011829,0.018010
kesäkuuta,0.657337,0.026058,0.039641
seurat,0.657620,0.009474,0.014407
lontoossa,0.659395,0.013224,0.020055
metsää,0.659683,0.012019,0.018219
kuuden,0.659966,0.010456,0.015844
pastori,0.660028,0.073296,0.111050
rakkauden,0.660302,0.011606,0.017577
oppilaiden,0.660971,0.009776,0.014790
juhani,0.661112,0.008068,0.012204
kauppiaat,0.661237,0.012454,0.018834
tonnia,0.661581,0.008916,0.013478
kauppaa,0.662825,0.019674,0.029682
alfred,0.663436,0.018335,0.027637
sota,0.663903,0.027731,0.041770
väliin,0.664029,0.007388,0.011125
vaikea,0.665475,0.007812,0.011739
uneen,0.665733,0.013749,0.020652
läänistä,0.665862,0.008091,0.012151
iiii,0.665985,0.008693,0.013053
voimaa,0.666145,0.007867,0.011810
vaimonsa,0.666171,0.010166,0.015261
herran,0.666683,0.040744,0.061114
päivää,0.667124,0.040777,0.061124
metsä,0.668146,0.011941,0.017871
opettaja,0.668812,0.076008,0.113646
myyntiä,0.669391,0.015735,0.023506
tuomari,0.670890,0.022163,0.033035
selville,0.671204,0.008280,0.012337
lukien,0.671556,0.026805,0.039915
vastoin,0.671868,0.011941,0.017772
mattila,0.672366,0.007879,0.011718
pastorin,0.672585,0.007901,0.011747
vuosikerta,0.672621,0.011093,0.016492
kuvaa,0.673825,0.009965,0.014789
litra,0.674014,0.008593,0.012749
jäin,0.675741,0.009218,0.013641
kaiku,0.676213,0.008693,0.012856
kapteeni,0.676784,0.033412,0.049368
lappeen,0.676917,0.009274,0.013700
varustettu,0.677397,0.016360,0.024151
suonien,0.677462,0.012990,0.019174
hoitamaan,0.677535,0.028769,0.042462
tampereella,0.679686,0.057427,0.084491
fautta,0.679908,0.014139,0.020796
astuttava,0.680055,0.010613,0.015606
tien,0.680255,0.036179,0.053185
olivat,0.680681,0.064547,0.094827
toimittaa,0.680934,0.071890,0.105575
asiamies,0.681334,0.044482,0.065287
toimisto,0.681451,0.052059,0.076395
suomalainen,0.681659,0.089042,0.130626
teet,0.681845,0.008292,0.012160
vuosina,0.683355,0.010791,0.015792
ruotsi,0.684709,0.007343,0.010724
luutnantti,0.685115,0.012655,0.018471
neuvoja,0.685427,0.010434,0.015223
presidentti,0.686278,0.013436,0.019578
hankkii,0.686494,0.010066,0.014663
postikonttorin,0.686819,0.012142,0.017678
simo,0.686869,0.009564,0.013924
kaikellaisia,0.688453,0.008135,0.011817
lilius,0.688579,0.008191,0.011896
viettää,0.688761,0.008682,0.012605
kamari,0.688922,0.016907,0.024541
metsän,0.689205,0.018514,0.026862
koululle,0.690661,0.010657,0.015431
berg,0.690879,0.014452,0.020918
viimeksi,0.691007,0.010345,0.014971
isän,0.691831,0.018078,0.026131
seurojen,0.692072,0.011305,0.016334
kosken,0.692798,0.010200,0.014723
kirkolla,0.692832,0.007689,0.011098
kouluun,0.692833,0.017119,0.024708
pantin,0.692966,0.012867,0.018568
päivällä,0.693103,0.094387,0.136181
rakkautta,0.693213,0.009452,0.013635
englantilaiset,0.693575,0.013938,0.020096
linnan,0.693635,0.010669,0.015381
osissa,0.693851,0.016193,0.023337
hämeenkatu,0.694127,0.017431,0.025112
haminasta,0.695019,0.008247,0.011866
toukokuuta,0.696121,0.024082,0.034595
uutisia,0.696696,0.045654,0.065529
oppilaille,0.697726,0.012967,0.018585
tiistaisin,0.697751,0.017297,0.024790
opetusta,0.697844,0.025232,0.036157
della,0.698764,0.007834,0.011211
uskon,0.699156,0.012063,0.017254
lakit,0.699414,0.017242,0.024651
kirjallisuutta,0.699598,0.036045,0.051523
kristillisen,0.701014,0.010144,0.014471
teoksia,0.701098,0.014943,0.021313
alex,0.701208,0.008470,0.012079
suoritti,0.701487,0.008827,0.012584
vain,0.701754,0.056032,0.079846
englantilaisia,0.702934,0.011584,0.016479
kajaanin,0.703303,0.031113,0.044238
olevat,0.704041,0.024105,0.034238
aiottu,0.704427,0.008146,0.011565
aivan,0.705741,0.052003,0.073686
olevaa,0.705895,0.007611,0.010782
lindholm,0.706645,0.013057,0.018477
hyvässä,0.706653,0.010802,0.015287
kutsutaan,0.706781,0.049359,0.069836
vuonna,0.708012,0.049649,0.070124
jalan,0.708182,0.014775,0.020864
harrastusta,0.709212,0.009664,0.013627
tarjona,0.709227,0.007611,0.010731
välitetään,0.709279,0.010881,0.015340
stenberg,0.709731,0.008682,0.012233
tyytyä,0.709967,0.021092,0.029708
yliopiston,0.710678,0.031336,0.044093
korkein,0.711069,0.014061,0.019774
vuodessa,0.711539,0.024049,0.033798
pitäjä,0.711637,0.015188,0.021343
palo,0.712100,0.011706,0.016439
oppilaita,0.712469,0.027486,0.038578
uhalla,0.712612,0.041156,0.057754
suomi,0.713023,0.038009,0.053307
kuuta,0.713410,0.010836,0.015189
niemen,0.713670,0.008838,0.012384
palk,0.715055,0.027921,0.039048
talollinen,0.716017,0.020656,0.028849
hoidosta,0.716093,0.010970,0.015319
alus,0.716359,0.008794,0.012276
waasa,0.716600,0.007990,0.011150
erkki,0.716717,0.008258,0.011522
erik,0.716803,0.015735,0.021952
ruhtinas,0.716908,0.015612,0.021777
nuorisolle,0.716986,0.008113,0.011315
lilla,0.717188,0.010479,0.014611
rahasto,0.717799,0.009932,0.013837
etelään,0.718305,0.021036,0.029285
rautatie,0.718523,0.017320,0.024104
william,0.719254,0.007399,0.010287
avulla,0.719772,0.017710,0.024605
varsinkin,0.719810,0.026582,0.036929
malin,0.720092,0.010144,0.014087
tehtävä,0.720102,0.012655,0.017574
neiti,0.721295,0.125902,0.174550
oppilasta,0.721396,0.014697,0.020373
kaupunkien,0.721900,0.023156,0.032077
lähinnä,0.722083,0.033255,0.046055
johto,0.722996,0.012822,0.017735
tutkinnon,0.723173,0.008102,0.011203
eino,0.724214,0.014373,0.019847
koulua,0.724920,0.012398,0.017103
johtajaksi,0.725328,0.007700,0.010616
tiistai,0.726160,0.031481,0.043353
englantilaisten,0.727297,0.013269,0.018244
koulut,0.727336,0.007767,0.010679
vuoksi,0.727401,0.038634,0.053113
albert,0.727661,0.012432,0.017085
hakenut,0.727691,0.008604,0.011824
pitäjän,0.728844,0.141291,0.193856
linnankatu,0.728963,0.016338,0.022412
oleva,0.729702,0.039282,0.053832
kuolon,0.729803,0.011662,0.015979
johtaja,0.730678,0.054872,0.075097
fefä,0.730840,0.047529,0.065033
tontti,0.731870,0.009820,0.013418
lunta,0.731974,0.028401,0.038801
tohtori,0.732362,0.084165,0.114923
viipurissa,0.732548,0.048522,0.066237
osaan,0.732617,0.013079,0.017852
taito,0.734562,0.009519,0.012959
peltonen,0.734750,0.010412,0.014171
satakunnan,0.735214,0.008124,0.011050
palkinnon,0.735607,0.022096,0.030038
etelä,0.736674,0.014909,0.020238
suuriruhtinas,0.736882,0.008068,0.010949
sydämen,0.737623,0.009497,0.012875
hänessä,0.737627,0.010847,0.014705
japanin,0.737845,0.025812,0.034983
paul,0.738252,0.012722,0.017232
lappeenrannan,0.738456,0.016538,0.022396
tilille,0.738483,0.009765,0.013223
lahjoja,0.738676,0.008213,0.011119
kokkolan,0.738684,0.011238,0.015213
muualta,0.738986,0.021549,0.029160
huhtikuuta,0.739158,0.022129,0.029939
vaikutuksen,0.740015,0.007644,0.010330
johtajana,0.740356,0.009229,0.012466
talo,0.741567,0.154883,0.208859
iloa,0.741574,0.012889,0.017381
aino,0.742518,0.022676,0.030540
huhtikuun,0.742901,0.052573,0.070767
lämmintä,0.743399,0.007600,0.010223
toukokuun,0.743611,0.060563,0.081444
tarkempia,0.744134,0.009430,0.012672
vaasan,0.744496,0.030309,0.040711
talouskaluja,0.744865,0.007577,0.010173
nyberg,0.745624,0.011416,0.015311
kuopiossa,0.745799,0.036581,0.049049
olisivat,0.746517,0.012923,0.017311
ruotsia,0.747100,0.009776,0.013085
loimaan,0.747235,0.008559,0.011455
vaikka,0.747504,0.050530,0.067599
lapin,0.747640,0.012097,0.016180
perehtynyt,0.747702,0.007566,0.010119
porvoosta,0.747885,0.010646,0.014235
lauluja,0.747911,0.016561,0.022143
rannalla,0.748072,0.022687,0.030328
kuningas,0.749601,0.030823,0.041119
teht,0.750087,0.008225,0.010965
osakeyhtiön,0.750790,0.026136,0.034811
ilmoitus,0.751275,0.037150,0.049449
teollisuutta,0.751675,0.011517,0.015321
huomatkaa,0.751855,0.017454,0.023214
gustaf,0.752476,0.026961,0.035830
verrattain,0.752946,0.012800,0.017000
tavalla,0.752976,0.030421,0.040401
joen,0.752995,0.019161,0.025446
valo,0.753001,0.011215,0.014894
lääkärit,0.753235,0.009218,0.012238
marraskuun,0.753258,0.063699,0.084564
varmaan,0.753649,0.012577,0.016688
melkoisesti,0.753733,0.010892,0.014450
mari,0.754116,0.009262,0.012282
aleksanterinkatu,0.754514,0.031983,0.042389
oppi,0.754600,0.017788,0.023573
irtaimistoa,0.754880,0.008191,0.010851
hinnoilla,0.754961,0.032206,0.042660
tello,0.755040,0.008191,0.010849
kirkonkylän,0.755657,0.019105,0.025283
kirkolle,0.755869,0.008582,0.011353
rakennettu,0.755938,0.016170,0.021391
valtuusmiesten,0.756358,0.007410,0.009797
ilolla,0.756411,0.010233,0.013529
helmikuun,0.756499,0.051267,0.067769
aineita,0.758066,0.010356,0.013661
matta,0.758593,0.032162,0.042397
torst,0.759047,0.010680,0.014070
jalkaa,0.759092,0.010378,0.013672
kokouksia,0.759415,0.046279,0.060940
puiden,0.759564,0.008303,0.010931
helmikuuta,0.759732,0.020455,0.026925
saan,0.760048,0.043266,0.056925
allekirjoittanut,0.760063,0.021147,0.027823
sattuneesta,0.760329,0.007879,0.010362
lauri,0.760449,0.017085,0.022467
kielellä,0.760663,0.011137,0.014641
kansakoulujen,0.761552,0.018860,0.024765
todistukset,0.761832,0.012287,0.016128
kylästä,0.763415,0.034293,0.044921
kansak,0.763632,0.007990,0.010463
onnellinen,0.764092,0.009430,0.012341
tantta,0.764184,0.018078,0.023657
tuulen,0.764190,0.011695,0.015304
andersson,0.764384,0.015233,0.019928
suunta,0.764515,0.011517,0.015064
pitäjästä,0.765362,0.017442,0.022790
lahdesta,0.765606,0.014028,0.018322
vähitellen,0.765987,0.016550,0.021606
lähettiläs,0.767078,0.009285,0.012104
ehdot,0.767470,0.021940,0.028587
yhtiön,0.767675,0.084322,0.109840
syyskuuta,0.768335,0.027575,0.035890
keskiviikkona,0.768376,0.101451,0.132034
talossa,0.768465,0.216294,0.281463
salon,0.768606,0.020656,0.026875
raittiuden,0.769112,0.017933,0.023317
täkäläisessä,0.770479,0.011003,0.014281
huonetta,0.770564,0.038869,0.050442
lisalmi,0.770967,0.010981,0.014243
iltap,0.771064,0.009184,0.011911
lähtee,0.771423,0.138401,0.179410
riviltä,0.771662,0.014463,0.018742
juhlaa,0.771962,0.009486,0.012288
tukholmassa,0.772071,0.012142,0.015726
rahoista,0.772398,0.009039,0.011703
nahkuri,0.772594,0.007611,0.009851
oppilas,0.772994,0.014898,0.019273
päiwällä,0.773677,0.026504,0.034257
saaminen,0.773847,0.007332,0.009475
lindgren,0.773894,0.012220,0.015790
paperia,0.774128,0.012554,0.016218
sielun,0.774225,0.009597,0.012396
kalustettu,0.774411,0.008325,0.010750
venäläiset,0.774815,0.014719,0.018997
anders,0.774859,0.007622,0.009837
pitäjässä,0.775237,0.058811,0.075862
wainaja,0.775535,0.016047,0.020692
kirkkoon,0.775915,0.008928,0.011506
kilo,0.775922,0.057818,0.074515
rakennukset,0.775968,0.014028,0.018077
posti,0.776444,0.039349,0.050678
pariisissa,0.776584,0.010992,0.014154
hintaan,0.776661,0.011729,0.015101
asianomaisia,0.777831,0.009039,0.011621
tuuli,0.777920,0.019953,0.025650
päällikkö,0.778041,0.024518,0.031512
luun,0.778167,0.036168,0.046479
ohessa,0.778234,0.040409,0.051924
papiston,0.778417,0.014050,0.018049
varmaankin,0.778754,0.007678,0.009859
koneita,0.779392,0.016148,0.020719
konttoristi,0.779660,0.010992,0.014099
muuttamisesta,0.779900,0.017442,0.022365
ingman,0.779936,0.011405,0.014623
kesäkuun,0.780064,0.068363,0.087638
ylioppilas,0.780213,0.024785,0.031767
mukaansa,0.780225,0.014731,0.018880
laillista,0.780578,0.020176,0.025848
mattoja,0.780693,0.007443,0.009534
huudahti,0.780750,0.009731,0.012464
lehmän,0.781653,0.011249,0.014391
aurinko,0.781856,0.010077,0.012889
pistä,0.781978,0.018659,0.023861
meren,0.783053,0.021605,0.027591
oikeutensa,0.783343,0.008637,0.011026
värillisiä,0.783348,0.014652,0.018705
laitoksen,0.783385,0.017186,0.021938
kiitos,0.783721,0.017721,0.022612
elämässä,0.783886,0.017710,0.022593
keisari,0.784491,0.047093,0.060030
sten,0.785339,0.009642,0.012277
asianajaja,0.785384,0.017855,0.022734
seuraavat,0.785653,0.027531,0.035042
paremman,0.785803,0.015144,0.019271
varsinainen,0.786199,0.013581,0.017274
päiv,0.786322,0.030376,0.038631
varten,0.786459,0.208237,0.264778
porwoon,0.786462,0.007778,0.009890
laurila,0.786741,0.009050,0.011504
pohjois,0.787411,0.011372,0.014442
palkintoja,0.787799,0.010222,0.012976
esineitä,0.788172,0.010702,0.013578
lokakuuta,0.788403,0.024696,0.031324
moin,0.788899,0.008169,0.010355
tampereen,0.789341,0.102567,0.129941
litraa,0.789680,0.015902,0.020138
turun,0.789777,0.159068,0.201409
luettuna,0.790223,0.017119,0.021663
saivat,0.790432,0.009396,0.011888
melkoinen,0.790732,0.009954,0.012589
lautamies,0.791373,0.007298,0.009222
kadonnut,0.791824,0.015434,0.019491
tarjotaan,0.792753,0.040531,0.051127
adolf,0.792881,0.017197,0.021689
sanomat,0.793716,0.045542,0.057378
uutiset,0.793956,0.009575,0.012060
laski,0.794075,0.008202,0.010329
kiloa,0.794660,0.015344,0.019309
lahden,0.794711,0.064737,0.081459
tunnan,0.794888,0.009820,0.012354
ilmari,0.795049,0.011227,0.014121
ulkomaan,0.795183,0.026872,0.033794
wiipurista,0.795417,0.008571,0.010775
pinä,0.795931,0.010200,0.012815
ilma,0.796058,0.034985,0.043948
ilon,0.796890,0.010568,0.013262
kassa,0.797853,0.010523,0.013190
sampo,0.798210,0.009017,0.011296
toiminimi,0.798256,0.024060,0.030141
tirj,0.798430,0.008437,0.010567
hoidossa,0.798736,0.007655,0.009584
karhu,0.799395,0.007555,0.009451
varastosta,0.799838,0.012912,0.016143
kustaa,0.800041,0.034171,0.042711
kansakoulunopettaja,0.800380,0.009229,0.011531
tilasta,0.800716,0.023524,0.029379
kontt,0.800770,0.013905,0.017364
vapaasti,0.801479,0.016259,0.020287
oskar,0.801878,0.035945,0.044826
ennätys,0.802161,0.008861,0.011046
vastasi,0.802306,0.017855,0.022255
kieltä,0.802803,0.014083,0.017543
maanantaina,0.802815,0.185338,0.230860
arvid,0.803300,0.007455,0.009280
tirehtööri,0.803608,0.009720,0.012095
täyttämisestä,0.803658,0.011115,0.013830
pulkkinen,0.803805,0.007655,0.009524
kiitollisuudella,0.803964,0.008470,0.010535
karjalan,0.804337,0.037809,0.047006
taitoa,0.804691,0.008169,0.010151
esitelmän,0.804787,0.036882,0.045829
turussa,0.804857,0.061244,0.076093
elokuun,0.805489,0.069781,0.086631
koulu,0.805664,0.031113,0.038618
maistraatin,0.807114,0.040699,0.050425
kahdeksi,0.807321,0.007711,0.009552
inen,0.808258,0.007533,0.009320
täten,0.808404,0.197602,0.244435
hugo,0.808633,0.016360,0.020232
tienoilla,0.808773,0.007789,0.009631
sodan,0.808850,0.029305,0.036230
suomalaiselle,0.809172,0.007990,0.009875
pikku,0.809963,0.037094,0.045798
helsinkiin,0.809991,0.064971,0.080212
sijassa,0.810280,0.008671,0.010701
saaren,0.810838,0.013838,0.017066
viikkoa,0.810967,0.008582,0.010582
voipi,0.811127,0.009296,0.011460
