woidaan	0.032492	0.064075	0.031583
lopullisesti	0.032463	0.063869	0.031406
maalien	0.032404	0.035391	0.002986
äänioikeus	0.032377	0.036835	0.004458
joissa	0.032331	0.194701	0.162370
kaiken	0.032299	0.111177	0.078878
luten	0.032261	0.062321	0.030060
olemat	0.032236	0.089767	0.057531
sellaiset	0.032102	0.056027	0.023925
säännöt	0.032085	0.061289	0.029204
tawalla	0.032063	0.076663	0.044600
rappu	0.032031	0.036423	0.004391
airoan	0.032029	0.037867	0.005839
tehbä	0.032005	0.035804	0.003798
laine	0.031887	0.043078	0.011191
ensimäinen	0.031865	0.051797	0.019931
sörnäisten	0.031770	0.042201	0.010431
jää	0.031748	0.097454	0.065706
paremmin	0.031645	0.099724	0.068079
pietarin	0.031642	0.094565	0.062923
tahansa	0.031629	0.070421	0.038792
paikassa	0.031616	0.101736	0.070120
nuorimies	0.031608	0.036835	0.005228
runo	0.031565	0.060515	0.028950
ehdotti	0.031556	0.071917	0.040361
yhteensä	0.031511	0.167720	0.136208
pna	0.031498	0.033637	0.002139
miehen	0.031468	0.154255	0.122787
yhdistys	0.031460	0.096628	0.065169
esitetään	0.031387	0.049114	0.017727
viikossa	0.031297	0.056801	0.025504
sunnunt	0.031287	0.054634	0.023347
kymin	0.031267	0.056130	0.024863
toimittaja	0.031254	0.095132	0.063878
niinettä	0.031231	0.031573	0.000342
menee	0.031168	0.079655	0.048487
osuuskunta	0.031162	0.031315	0.000153
omia	0.031160	0.060257	0.029097
yhden	0.031128	0.151520	0.120392
menettely	0.031126	0.043749	0.012622
ruoka	0.031099	0.048701	0.017602
koti	0.031068	0.056543	0.025475
sanoen	0.031060	0.074445	0.043385
tällöin	0.031001	0.050043	0.019042
meibän	0.030983	0.038693	0.007710
uudelleen	0.030949	0.095958	0.065009
toimintaan	0.030893	0.040705	0.009811
liittyä	0.030842	0.035546	0.004703
sirola	0.030811	0.031109	0.000298
suorittaa	0.030777	0.084092	0.053315
äänenkannattaja	0.030767	0.035855	0.005088
taistelua	0.030741	0.042252	0.011512
miehille	0.030739	0.050197	0.019458
jaettä	0.030678	0.030696	0.000018
maiden	0.030643	0.044935	0.014293
hyvin	0.030610	0.171899	0.141288
postikonttoreissa	0.030593	0.042252	0.011659
osastot	0.030587	0.035649	0.005062
syntymä	0.030551	0.033430	0.002880
saapua	0.030456	0.047824	0.017368
vastaan	0.030396	0.266773	0.236377
annettiin	0.030384	0.081306	0.050922
työläisille	0.030354	0.030645	0.000291
ensin	0.030349	0.163489	0.133141
kehitys	0.030341	0.041891	0.011550
