seon,60615.299814,0.050423,0.000832
malmink,60459.738898,0.007722,0.000128
perustuslaillisten,60096.144345,0.018154,0.000302
asemasillan,60059.343276,0.013808,0.000230
hakask,59364.441784,0.007978,0.000134
poltettava,58626.233264,0.011915,0.000203
perustuslailliset,58545.820307,0.018921,0.000323
herättäjiä,58423.318155,0.012069,0.000207
piharakennus,58394.863393,0.016927,0.000290
ericson,56392.799099,0.016722,0.000297
puserokankaita,56310.416116,0.009819,0.000174
työläisnaisten,55983.373457,0.017285,0.000309
owt,55939.570143,0.007517,0.000134
järjestöä,54095.408490,0.008591,0.000159
jalasten,54053.408949,0.008285,0.000153
pormarit,53623.817813,0.028587,0.000533
kapitalistit,53402.628186,0.021529,0.000403
työttömäin,51205.767673,0.013194,0.000258
jaja,50679.005595,0.008949,0.000177
pomot,50530.447471,0.008642,0.000171
perämiehenk,50508.055645,0.012734,0.000252
hänon,50251.575520,0.023217,0.000462
eduskunnan,50167.990908,0.194788,0.003883
waalipiirin,49830.057869,0.008080,0.000162
eduskunnalla,49769.764612,0.007517,0.000151
vaalipiiri,49135.798291,0.008131,0.000165
metallityöntekijäin,48813.258597,0.009921,0.000203
marxin,48661.717905,0.009512,0.000195
marx,48557.069049,0.008898,0.000183
jokapäivä,48371.026639,0.015955,0.000330
pusero,47805.197016,0.008336,0.000174
ofaston,46796.238303,0.009563,0.000204
edustajakokouksen,46687.991812,0.011148,0.000239
työroäen,46459.854186,0.045872,0.000987
toejoen,46271.209730,0.010483,0.000227
ilmotti,46250.143163,0.023115,0.000500
mäkelin,44867.862330,0.019484,0.000434
työv,44646.645985,0.058759,0.001316
työttömyyttä,44259.248802,0.011404,0.000258
tuleviin,43298.464050,0.016927,0.000391
dem,42392.012532,0.149530,0.003527
osuustoiminnan,42369.595530,0.011199,0.000264
lennätetään,42156.518766,0.013859,0.000329
karjalta,41975.818790,0.018461,0.000440
pvä,41626.989271,0.009154,0.000220
järjestyneen,41357.227776,0.025263,0.000611
kirjevaihtoon,41210.719378,0.009154,0.000222
ilmotetaan,40949.552234,0.023013,0.000562
rautatieläisten,40944.648096,0.030377,0.000742
työttömyys,40892.390404,0.025160,0.000615
isouusikatu,40813.053726,0.007978,0.000195
eduskuntaan,40660.058323,0.023166,0.000570
onniin,40322.327454,0.015853,0.000393
nuortamiestä,40164.685816,0.016416,0.000409
puoluekokous,39654.323494,0.013961,0.000352
köyhälistöä,39209.047248,0.019944,0.000509
tiiliruukki,39103.964374,0.008642,0.000221
tälläkertaa,38990.138175,0.010739,0.000275
blo,38866.999640,0.050116,0.001289
bll,38172.775126,0.029507,0.000773
krt,37882.525530,0.024444,0.000645
etteihän,37673.588055,0.009205,0.000244
väh,37370.258039,0.008591,0.000230
pormariston,36763.598006,0.010330,0.000281
piä,36453.482478,0.097369,0.002671
ebustajat,36363.032292,0.008642,0.000238
eduskunta,35940.273675,0.096397,0.002682
eduskunnassa,35583.260279,0.062441,0.001755
työttömyyden,35396.038916,0.023626,0.000667
järjestynyt,35354.860210,0.021478,0.000608
työväestölle,35162.015518,0.015035,0.000428
ilmotettiin,34118.048620,0.012580,0.000369
lakossa,33686.964981,0.017285,0.000513
maariank,33633.232235,0.008591,0.000255
sensijaan,33579.344874,0.023831,0.000710
pnö,33077.581168,0.009000,0.000272
ostoksenne,32889.640366,0.021734,0.000661
ilmotettu,32708.180281,0.010535,0.000322
järjestyneet,32561.768561,0.011609,0.000357
sosialistista,32368.616360,0.010893,0.000337
vihkimä,32190.177426,0.015802,0.000491
ptä,31846.444724,0.008029,0.000252
työttömien,31699.663428,0.014012,0.000442
pub,31409.845226,0.024035,0.000765
ammattiosastoon,31123.344865,0.007466,0.000240
kirkkonummi,30865.662497,0.009358,0.000303
oat,30793.750389,0.059679,0.001938
ainonkatu,30764.021687,0.007824,0.000254
ilmottanut,30555.536856,0.014728,0.000482
puseroita,30465.447046,0.015700,0.000515
sosialisteille,30121.428968,0.008029,0.000267
eerikink,29693.650577,0.018666,0.000629
eloranta,29671.917427,0.018257,0.000615
sosialisteja,29541.889578,0.034877,0.001181
josa,29362.345602,0.011251,0.000383
piiritoimikunnalle,29112.636504,0.010023,0.000344
haluaisimme,28991.608915,0.010432,0.000360
sosialismin,28879.412286,0.043877,0.001519
luottamusmies,28551.006956,0.010432,0.000365
mfn,28484.601446,0.010535,0.000370
ilmennyt,28303.195104,0.017132,0.000605
pstä,28128.278015,0.090158,0.003205
sosialistien,27996.730117,0.064333,0.002298
tupakkatehdas,27924.365627,0.038456,0.001377
työttömiä,27921.205332,0.017490,0.000626
työmiehessä,27821.400703,0.013194,0.000474
vaski,27336.484245,0.014421,0.000528
eduskuntaa,27276.951738,0.011148,0.000409
tapaturmavak,27225.313414,0.015239,0.000560
vaalipiirin,27193.773974,0.021172,0.000779
venäjänkirkkokatu,27108.475411,0.010688,0.000394
virkailijat,26947.080345,0.010535,0.000391
pltä,26678.721155,0.055230,0.002070
liittojen,26628.720874,0.017183,0.000645
saroon,26607.605251,0.008540,0.000321
jiitä,26311.712293,0.011046,0.000420
pormaristo,26291.410045,0.009461,0.000360
tämänkuun,26287.792554,0.008029,0.000305
työttömät,26237.636526,0.012938,0.000493
makasiinink,26197.147508,0.020046,0.000765
länsisuomen,26059.668566,0.046076,0.001768
jakun,26055.012660,0.011864,0.000455
puoluehallinnon,26029.707400,0.028996,0.001114
sosialististen,25773.894274,0.009103,0.000353
oliji,25750.562030,0.012069,0.000469
pllä,25601.544619,0.021069,0.000823
saapukaa,25563.496853,0.058656,0.002295
sosialistisen,25477.265276,0.020967,0.000823
jla,25289.758478,0.012836,0.000508
lakot,25157.307697,0.008438,0.000335
hienosta,25099.200194,0.091794,0.003657
pyrkimyksiä,24996.126678,0.007773,0.000311
aleksk,24992.609069,0.020762,0.000831
jitä,24832.396590,0.012631,0.000509
felroää,24781.961578,0.008285,0.000334
metalliteollisuuden,24780.849032,0.007569,0.000305
piiritoimikunta,24775.135918,0.020967,0.000846
yläluokan,24699.475020,0.019586,0.000793
airola,24453.540520,0.009614,0.000393
laukon,24444.652550,0.020660,0.000845
kahvila,23994.872539,0.025876,0.001078
liity,23936.694784,0.014063,0.000588
osuuksia,23932.461713,0.008745,0.000365
työläisten,23852.164785,0.118387,0.004963
lautatarha,23843.036199,0.011148,0.000468
myhrberg,23680.541063,0.008285,0.000350
aatteemme,23641.269851,0.008796,0.000372
päiväinen,23503.820608,0.008745,0.000372
yhteenliittymisen,23492.600261,0.008949,0.000381
muurareille,23477.144603,0.007927,0.000338
tupakasta,23306.600867,0.077680,0.003333
kyminlaakson,23249.573362,0.010483,0.000451
kieltolain,23122.847161,0.047252,0.002044
sosialismista,22960.355984,0.009410,0.000410
niinpaljon,22914.660236,0.016262,0.000710
lesche,22713.025185,0.011251,0.000495
itäinenkatu,22275.256429,0.015239,0.000684
puh,22233.891958,0.374030,0.016823
sekatavaroita,22224.271438,0.008540,0.000384
pnä,22178.815737,1.601313,0.072200
tamä,22119.895383,0.007517,0.000340
ostopaikka,21981.157461,0.015649,0.000712
uudenmk,21844.840206,0.010432,0.000478
kauppahalli,21745.155204,0.021325,0.000981
yrjönkadun,21428.099026,0.010995,0.000513
erikoisesti,21303.380900,0.012989,0.000610
ammattiosastot,21165.167101,0.009614,0.000454
pelti,20834.063404,0.038456,0.001846
teatterin,20755.893043,0.014984,0.000722
lähtevillä,20444.911579,0.011762,0.000575
sosialismia,20416.399397,0.016825,0.000824
itäsuomen,20375.132207,0.009052,0.000444
sosialismi,20319.897016,0.037485,0.001845
linja,20194.007192,0.235290,0.011651
sosialistinen,20189.179240,0.026234,0.001299
aiheutti,20161.933384,0.015137,0.000751
ilmotus,20136.888447,0.008029,0.000399
hänei,20118.008990,0.009563,0.000475
ilmottaa,20072.109356,0.026439,0.001317
naisosasto,19845.696039,0.011660,0.000588
puolueisiin,19799.563500,0.008796,0.000444
tuntiseksi,19790.612972,0.010177,0.000514
oliat,19604.805238,0.007773,0.000396
hallinnolle,19548.490471,0.010790,0.000552
huomioonottamatta,19506.305439,0.007517,0.000385
sorretun,19402.235425,0.010688,0.000551
puheenj,19371.891736,0.033240,0.001716
tarkin,19335.121912,0.009921,0.000513
ehbotus,19304.472542,0.019382,0.001004
torpalle,19286.600513,0.009768,0.000506
naisosaston,19258.365247,0.018052,0.000937
työttömille,19255.389450,0.009410,0.000489
toain,19195.747886,0.008080,0.000421
paikallisjuna,19005.209668,0.200669,0.010559
ehbotti,18984.400009,0.011660,0.000614
eilenillalla,18616.777565,0.007671,0.000412
kirkkonummelta,18566.732464,0.021734,0.001171
aroulla,18515.136492,0.019535,0.001055
yhb,18394.463813,0.007927,0.000431
teatteri,18374.963397,0.017387,0.000946
sisäisiä,18327.691486,0.008285,0.000452
tuntinen,18298.210340,0.024956,0.001364
nähben,18227.759328,0.027410,0.001504
osastoille,18227.665516,0.014677,0.000805
tikkurilasta,18186.372320,0.023268,0.001279
toimittajain,17872.343770,0.010381,0.000581
ryhmien,17727.516157,0.007875,0.000444
yötyön,17630.032448,0.008694,0.000493
saavuttava,17568.481213,0.007824,0.000445
tilattomille,17564.467514,0.012836,0.000731
jäljennöstä,17526.995446,0.009052,0.000516
jousi,17519.990634,0.018154,0.001036
polttakaa,17517.643683,0.058094,0.003316
jäsenmaksujen,17440.475006,0.013501,0.000774
roaltion,17420.914376,0.028229,0.001620
elävien,17379.039540,0.009921,0.000571
lakko,17377.565332,0.070367,0.004049
turtia,17361.416718,0.008233,0.000474
tuotannon,17284.208224,0.038661,0.002237
kuusinen,17235.746246,0.017592,0.001021
aiheuttaa,17194.204394,0.012069,0.000702
siirtomaatavaroita,17128.521678,0.008694,0.000508
välitön,17027.240898,0.010893,0.000640
sof,16946.526561,0.007773,0.000459
tuntipalkka,16923.643109,0.007875,0.000465
työmailla,16764.137080,0.007671,0.000458
sosialistit,16705.698950,0.077424,0.004635
puoluehallinto,16596.495709,0.015188,0.000915
puolueeseen,16590.672247,0.049860,0.003005
lakon,16505.040651,0.078089,0.004731
sosialistia,16491.143620,0.009103,0.000552
yläluokka,16380.610473,0.008387,0.000512
pna,16376.513557,0.035030,0.002139
sosialisti,16347.677785,0.030121,0.001843
tomeri,16282.402206,0.020507,0.001259
etel,16154.945386,0.010586,0.000655
murros,16029.141801,0.008029,0.000501
työttömänä,15888.938937,0.010023,0.000631
ryhmän,15809.863536,0.041474,0.002623
työmaalla,15657.529015,0.015546,0.000993
esittelyssä,15529.678419,0.010228,0.000659
toweri,15491.656055,0.025825,0.001667
kauhavalta,15445.030277,0.008182,0.000530
perustuslaillinen,15441.520042,0.016978,0.001100
rooiba,15435.706217,0.012069,0.000782
valpas,15392.351691,0.011967,0.000777
roain,15383.028643,0.030377,0.001975
eitoät,15364.453618,0.016416,0.001068
postijuna,15207.289439,0.161548,0.010623
sivuja,15057.532035,0.010586,0.000703
tähänasti,15026.502358,0.014319,0.000953
pidätettiin,14765.644451,0.007773,0.000526
työw,14707.494245,0.021120,0.001436
peltiseppä,14693.699399,0.009563,0.000651
kauppak,14669.361721,0.007364,0.000502
kuvien,14631.716150,0.016006,0.001094
torpparien,14617.965813,0.068219,0.004667
leipomo,14594.997294,0.015188,0.001041
vaalipiirissä,14517.874194,0.013705,0.000944
joukolla,14437.994669,0.032166,0.002228
lallo,14351.843069,0.013501,0.000941
ammattiosastojen,14328.843320,0.013654,0.000953
ebelleen,14302.709337,0.015853,0.001108
ehtiäkseen,14296.383998,0.007875,0.000551
lakosta,14277.673337,0.008182,0.000573
piiritoimikunnan,14262.582612,0.018359,0.001287
poliisimestarin,14251.057654,0.015495,0.001087
haapalainen,14225.846630,0.014472,0.001017
vasemmalta,14219.932746,0.010739,0.000755
walpas,14213.190246,0.011097,0.000781
suolahdesta,14128.015797,0.019535,0.001383
oleroan,14087.618101,0.046281,0.003285
renkaan,14048.827565,0.023217,0.001653
pikajunalla,14035.641238,0.010023,0.000714
kirkkonummelle,13945.894505,0.017796,0.001276
etä,13937.142622,0.012120,0.000870
erikoisen,13841.897724,0.010023,0.000724
kuukausikokouksessa,13774.768558,0.012682,0.000921
teatterissa,13669.756777,0.007773,0.000569
pns,13669.756777,0.012631,0.000924
towerit,13647.219448,0.018870,0.001383
tuleroat,13533.372018,0.008642,0.000639
johbosto,13521.296595,0.009461,0.000700
muurarien,13507.993623,0.028024,0.002075
työväen,13443.323440,0.284588,0.021169
vuolijoki,13429.936483,0.011097,0.000826
sorrettujen,13384.157338,0.013705,0.001024
kaarti,13356.708912,0.013603,0.001018
taroalla,13338.116118,0.017643,0.001323
vuorelassa,13322.808635,0.008745,0.000656
työväelle,13216.435683,0.019126,0.001447
kullattuja,13121.356524,0.008336,0.000635
rap,13099.714513,0.020456,0.001562
yhbistys,13044.929872,0.008591,0.000659
uubelleen,13023.592177,0.010790,0.000829
mita,13016.707668,0.007517,0.000578
pnii,12978.906034,0.012324,0.000950
ebes,12967.632301,0.028689,0.002212
kieltolaki,12945.879314,0.023422,0.001809
suositellaan,12907.632445,0.021274,0.001648
heikink,12805.033316,0.022399,0.001749
tomerit,12779.493054,0.016620,0.001301
lähtevän,12712.750935,0.014881,0.001171
edelman,12680.041552,0.011097,0.000875
roalittiin,12667.868600,0.051395,0.004057
työpäivä,12614.260272,0.009358,0.000742
talolla,12607.866892,0.223886,0.017758
tukiainen,12572.706494,0.011813,0.000940
johbosta,12481.156718,0.058247,0.004667
poliisilaitoksen,12476.844216,0.012887,0.001033
aiheuttanut,12435.065063,0.016006,0.001287
fos,12357.798696,0.007466,0.000604
pursimiehenk,12347.840760,0.015853,0.001284
tikkurilaan,12295.156262,0.023064,0.001876
työnantajain,12273.394669,0.077424,0.006308
yhtyy,12222.674544,0.080186,0.006560
heibät,12192.328654,0.009614,0.000789
liitolle,12175.789011,0.020149,0.001655
lehben,12166.724635,0.021836,0.001795
joitain,12076.230050,0.007927,0.000656
roerran,12048.173958,0.010330,0.000857
amm,12025.413839,0.019740,0.001641
työnantajat,12020.380467,0.078498,0.006530
liitot,12011.868655,0.011660,0.000971
järvenpäästä,11992.838445,0.014012,0.001168
sosialistisia,11934.734648,0.007569,0.000634
tamän,11903.807337,0.009307,0.000782
jalkine,11890.431508,0.007620,0.000641
mkn,11855.953009,0.049707,0.004193
ratak,11834.672295,0.015444,0.001305
ebellä,11827.147483,0.010535,0.000891
liiton,11792.299316,0.275843,0.023392
maalien,11746.824324,0.035081,0.002986
toielä,11713.113558,0.024496,0.002091
eiroät,11672.547381,0.149070,0.012771
ehbottaa,11652.001735,0.007415,0.000636
sillanpää,11641.843059,0.014830,0.001274
tehtäroä,11619.462148,0.010995,0.000946
ensitilassa,11581.996055,0.008387,0.000724
fof,11498.307869,0.022501,0.001957
syntymä,11471.419494,0.033036,0.002880
tahvo,11396.095703,0.008847,0.000776
ngt,11371.559867,0.015597,0.001372
aon,11361.225770,0.011609,0.001022
mtn,11277.604684,0.020353,0.001805
mfan,11222.788147,0.008949,0.000797
mksta,11217.502433,0.017080,0.001523
olisiroat,11211.598760,0.009563,0.000853
kihla,11173.860351,0.039786,0.003561
roaroja,11167.356051,0.010790,0.000966
maalarien,11078.437337,0.023882,0.002156
filloin,11019.877255,0.010893,0.000988
ostoksensa,10968.953358,0.009307,0.000849
etteiroät,10932.399690,0.016416,0.001502
brahenkatu,10899.658595,0.012529,0.001149
roastaan,10804.396317,0.087141,0.008065
tehbä,10784.339973,0.040962,0.003798
ammattiosasto,10641.496990,0.018768,0.001764
mömmö,10625.883810,0.007824,0.000736
uotinen,10602.175904,0.008796,0.000830
vastap,10601.540434,0.010279,0.000970
puä,10587.019398,0.023575,0.002227
lakkoa,10557.537225,0.020660,0.001957
oilut,10553.321224,0.009154,0.000867
aiheutunut,10552.092951,0.007875,0.000746
roasta,10544.770194,0.013808,0.001309
töölön,10532.480980,0.039479,0.003748
vuorio,10514.867114,0.007824,0.000744
kirjansitomo,10464.885571,0.007671,0.000733
olitoat,10458.575087,0.011557,0.001105
työnantajien,10423.134943,0.013347,0.001281
rintoja,10406.066542,0.009870,0.000948
backberg,10394.516504,0.012018,0.001156
oleroa,10351.313169,0.014830,0.001433
siivoa,10336.744115,0.015188,0.001469
koiton,10328.346403,0.038508,0.003728
kuninkaank,10314.191219,0.008591,0.000833
perustalla,10288.927318,0.010330,0.001004
äänestäjiä,10283.275892,0.008029,0.000781
pist,10262.077711,0.011762,0.001146
työväki,10247.413373,0.015444,0.001507
rooiroat,10199.091076,0.019177,0.001880
roaltio,10177.171736,0.008387,0.000824
ryssän,10168.139757,0.009000,0.000885
torpparille,10159.504568,0.009512,0.000936
keravalta,10097.602474,0.048122,0.004766
annank,10074.347620,0.076453,0.007589
osastoja,10041.952372,0.023677,0.002358
työwäestö,10039.567800,0.018052,0.001798
osastojen,10030.908689,0.055179,0.005501
työntekijäin,10011.720787,0.072975,0.007289
järvenpäähän,9987.692591,0.016006,0.001603
rautatienkatu,9984.355111,0.008694,0.000871
rouoden,9969.800872,0.017694,0.001775
heibän,9950.286421,0.067555,0.006789
näiben,9935.794988,0.015802,0.001590
rahastonhoitaja,9920.809553,0.065867,0.006639
suolahteen,9904.972741,0.018052,0.001823
metalli,9893.850831,0.018768,0.001897
sosialistiset,9862.033965,0.007415,0.000752
työwäestön,9861.473718,0.026592,0.002697
osion,9852.955821,0.010330,0.001048
työwäli,9834.068117,0.010944,0.001113
vaasankatu,9828.424694,0.007466,0.000760
torppareita,9826.782792,0.016109,0.001639
rooibaan,9826.024377,0.020200,0.002056
kuolemanilmoitukset,9819.500697,0.007569,0.000771
kieltolakia,9792.096984,0.017694,0.001807
nuijamaan,9790.962199,0.008949,0.000914
keravalle,9766.270836,0.047508,0.004865
tuntisen,9751.808654,0.011762,0.001206
hautala,9730.168432,0.009358,0.000962
työpäiwän,9705.531669,0.017796,0.001834
sosialistein,9684.407653,0.008336,0.000861
toifet,9666.288629,0.007569,0.000783
päälettiin,9626.768629,0.009665,0.001004
rooitu,9603.927430,0.009205,0.000958
saaba,9574.821944,0.019279,0.002014
fofous,9565.284054,0.017029,0.001780
roaatii,9553.007575,0.010228,0.001071
famalla,9546.975813,0.012427,0.001302
poistettava,9505.065411,0.008540,0.000898
slo,9503.247437,0.012887,0.001356
roielä,9478.127956,0.179446,0.018933
korukansissa,9465.798935,0.009052,0.000956
yksityisnumerojen,9422.995520,0.016671,0.001769
työnantaja,9421.073455,0.028638,0.003040
punavuorenk,9418.397014,0.011046,0.001173
näyttämö,9377.992050,0.010790,0.001151
lelef,9348.056905,0.007569,0.000810
tahbo,9322.094386,0.010126,0.001086
kuuk,9311.760608,0.125239,0.013450
rusettia,9298.123893,0.009614,0.001034
lakiasioissa,9252.132477,0.008796,0.000951
lyöwäen,9242.832267,0.014012,0.001516
tarmon,9222.134121,0.014472,0.001569
milj,9210.116995,0.092561,0.010050
työnantajille,9129.446414,0.015239,0.001669
isännistön,9113.832758,0.014677,0.001610
elmgren,9108.590715,0.014830,0.001628
fenaatti,9075.104471,0.007620,0.000840
yrjönk,9070.532779,0.058247,0.006422
perheiltama,9052.073537,0.010023,0.001107
oroot,9003.410172,0.025518,0.002834
paperossit,8978.631749,0.009563,0.001065
puli,8914.042420,0.021939,0.002461
pnh,8892.907052,0.009205,0.001035
läntinenkatu,8882.792634,0.007517,0.000846
ammattilaisten,8860.989019,0.022910,0.002586
työväestö,8841.435642,0.010330,0.001168
esim,8806.786025,0.218517,0.024812
yhben,8797.924810,0.014881,0.001691
lakkolaisten,8782.718369,0.024649,0.002807
työntekijät,8775.605535,0.042445,0.004837
toiime,8723.543575,0.010841,0.001243
aitona,8695.480261,0.009870,0.001135
pakettitoimistot,8682.180747,0.007415,0.000854
pikajuna,8663.298617,0.034416,0.003973
huotari,8639.464294,0.013961,0.001616
työmäti,8636.327334,0.009870,0.001143
tuliroat,8624.836205,0.012682,0.001470
roaan,8615.054682,0.125188,0.014531
elintarpeita,8614.963864,0.007415,0.000861
torpparit,8586.686717,0.053900,0.006277
bja,8585.439983,0.010841,0.001263
paperossia,8578.622246,0.033956,0.003958
joiben,8561.222970,0.026490,0.003094
tehbään,8549.709911,0.007824,0.000915
isännistä,8544.525126,0.009205,0.001077
rouotta,8520.229670,0.009614,0.001128
palauttamaan,8514.495705,0.007773,0.000913
roähän,8505.404313,0.029916,0.003517
huoml,8498.915917,0.007466,0.000878
puolueen,8475.047689,0.268173,0.031643
linj,8447.623391,0.010893,0.001289
vöitä,8425.346170,0.013194,0.001566
kunnanhuoneella,8419.747934,0.009819,0.001166
poliiseja,8412.158017,0.019433,0.002310
äänioikeus,8408.407808,0.037485,0.004458
työpäimän,8403.740808,0.014728,0.001753
koroin,8396.217134,0.008029,0.000956
niiben,8377.734999,0.046792,0.005585
joisfa,8348.627287,0.008336,0.000998
vaate,8346.735192,0.010790,0.001293
päiroään,8329.578582,0.008233,0.000988
otoat,8306.376900,0.038303,0.004611
matrassia,8295.539850,0.008080,0.000974
mestarit,8284.553518,0.016313,0.001969
waralle,8265.007035,0.025160,0.003044
uomen,8253.205635,0.017132,0.002076
pibettiin,8246.190143,0.016467,0.001997
uudistusten,8240.197016,0.009307,0.001129
kössi,8237.997599,0.007722,0.000937
torppareille,8195.886188,0.015802,0.001928
kirjelmä,8182.155319,0.040093,0.004900
rovotta,8171.181915,0.025927,0.003173
rappu,8163.351810,0.035848,0.004391
poliisimestari,8154.800141,0.028638,0.003512
ammattiosaston,8153.479707,0.031757,0.003895
tomerien,8133.210093,0.012989,0.001597
meneviin,8127.102914,0.017132,0.002108
leipurien,8120.338794,0.009154,0.001127
aia,8104.007386,0.010126,0.001249
lakkolaisia,8070.251613,0.010074,0.001248
jonto,8066.682628,0.009461,0.001173
mestarien,8063.108555,0.012018,0.001490
ponnet,8057.961890,0.025058,0.003110
isännistö,8044.092764,0.011864,0.001475
rooisi,8043.662046,0.011506,0.001430
vast,8032.538391,0.031911,0.003973
erikoista,8012.109456,0.008489,0.001060
aarnio,8011.782863,0.018410,0.002298
roalittu,7981.834566,0.008847,0.001108
vladimirink,7979.299976,0.019842,0.002487
laillisuuden,7978.180089,0.008949,0.001122
osio,7977.487238,0.011660,0.001462
esplanaadink,7975.737789,0.009921,0.001244
ruoholahdenk,7974.162614,0.011557,0.001449
lukemisessa,7969.893319,0.016313,0.002047
sent,7958.087887,0.025569,0.003213
vallankumous,7954.703716,0.007978,0.001003
faapunut,7916.594137,0.007517,0.000950
korjaukset,7910.979487,0.022501,0.002844
liittoon,7862.616127,0.049451,0.006289
ensimainen,7838.404486,0.009768,0.001246
työaikaa,7803.129943,0.011353,0.001455
tooi,7774.269257,0.014575,0.001875
työwäki,7772.637232,0.020200,0.002599
ovi,7757.564551,0.064282,0.008286
oliroat,7740.637868,0.103352,0.013352
ammattiyhdistykset,7729.725920,0.010688,0.001383
fanssa,7706.359249,0.010228,0.001327
työpäiwä,7690.405733,0.012171,0.001583
maaleihin,7683.782648,0.020609,0.002682
määrärahan,7671.732446,0.025979,0.003386
keskiw,7667.266480,0.009358,0.001221
poliisien,7659.775165,0.022552,0.002944
ammattiyhdistysten,7651.064375,0.022501,0.002941
tansfa,7633.045395,0.012631,0.001655
tiebon,7631.280497,0.007569,0.000992
arkkuja,7614.627059,0.007620,0.001001
nestori,7611.517135,0.009307,0.001223
puolueensa,7608.432528,0.014779,0.001942
työväestön,7598.919363,0.013756,0.001810
oifeus,7579.035406,0.010177,0.001343
doll,7577.942954,0.093891,0.012390
etujensa,7566.917259,0.009614,0.001271
työmäestö,7562.295662,0.017847,0.002360
kallion,7543.438349,0.061929,0.008210
kuukausikokous,7526.667699,0.029558,0.003927
siltasaaren,7521.501832,0.012171,0.001618
työnantajan,7500.379705,0.021325,0.002843
yrjönkatu,7498.071217,0.070009,0.009337
rooi,7473.011128,0.081976,0.010970
perustuslaillisen,7456.331361,0.010790,0.001447
siistin,7451.703364,0.008847,0.001187
vladimirinkatu,7449.774116,0.009052,0.001215
kio,7431.173645,0.043775,0.005891
palovakuutus,7422.851593,0.028689,0.003865
palkkojen,7413.747374,0.017950,0.002421
hermannin,7408.656087,0.013552,0.001829
liittyä,7393.373702,0.034774,0.004703
työmiehen,7371.535174,0.148814,0.020188
mln,7367.979487,0.021529,0.002922
talonmies,7367.279442,0.008387,0.001138
palvelijatar,7365.669460,0.009358,0.001271
edullisin,7335.245327,0.052929,0.007216
nimim,7332.995308,0.039377,0.005370
kalossia,7332.511303,0.016825,0.002295
faaneet,7329.507746,0.008336,0.001137
työmäestön,7327.505923,0.024496,0.003343
tanner,7319.694430,0.026746,0.003654
edustajien,7309.928236,0.015904,0.002176
työpäimä,7305.617351,0.011148,0.001526
